t,x,y,z,roll,pitch,yaw,v_x,v_y,v_z,ref_x,ref_y,ref_z,ref_v_x,ref_v_y,ref_v_z,a_com,a_x,a_y,a_z,thrust,wind_x,wind_y,wind_z
0.0,-2.3365398092945084,1.877331978877061,2.240586732846894,0.012168747689698,0.1365014758863058,0.025690098257356,0.0059820170676258,0.0048717516148978,0.0276630514817039,-2.3364665171522425,1.8772254189025983,2.240904473997725,0.0659316074458349,-0.1001995972272885,-0.0718969730837085,1.4359342858171036,0.2991008533812925,0.2435875807448925,1.3831525740851978,10.556533772597504,-1.2876381114429771,0.1644938528012289,-1.1858620548701688
0.02,-2.3365345452814164,1.877667745951774,2.240927059913951,0.0209707188883365,0.1388195994804472,0.026354811004722,-0.0051519597715857,0.0245922429022338,0.0053273276875398,-2.3364665171522425,1.8772254189025983,2.240904473997725,0.0659316074458349,-0.1001995972272885,-0.0718969730837085,1.5903991435164808,-0.5566988419605811,0.9860245643667992,-1.116786189708204,10.556501736939026,-1.31120707155566,0.1579212647809959,-1.2022950688638308
0.04,-2.336713982074821,1.878162601179512,2.240751156698168,0.0352518315321389,0.1444290815449758,0.0275051625247633,-0.0126832538157751,0.0259124756551069,-0.0225896088831265,-2.3364665171522425,1.8772254189025983,2.240904473997725,0.0659316074458349,-0.1001995972272885,-0.0718969730837085,1.4472549464351605,-0.3765647022094691,0.0660116376436578,-1.3958468285333228,9.224830807060698,-1.300439947949828,0.1411529010661208,-1.1880157652307146
0.06,-2.337015204151736,1.8786362418551472,2.239995330058579,0.0507204024992831,0.1520661377095638,0.0288908230593992,-0.0166618448846194,0.0210156476216874,-0.0514734364043753,-2.335807201077784,1.8762234229303252,2.240185504266888,0.0778722513822306,-0.1201995975253117,-0.0918969733817317,1.4782452468714558,-0.1989295534422158,-0.2448414016709773,-1.4441913760624396,8.970468052345495,-1.2862112796476552,0.1242906084164976,-1.174213467553714
0.08,-2.337360313910854,1.878973836939793,2.2386772132994675,0.0656418085389964,0.1603968382089274,0.030375745033467,-0.0173590799824936,0.0126739692301876,-0.0789102493712223,-2.3344885689288675,1.87421943098578,2.2387475648052138,0.1017535392550219,-0.1601995981213582,-0.1318969739777782,1.4342667472847122,-0.0348617548937078,-0.4170839195749915,-1.3718406483423509,8.970468052345495,-1.2738010566918196,0.1093827822620696,-1.1647704575166131
0.1,-2.3376749473210854,1.8791129171785497,2.2369291947453744,0.0791746521839196,0.1684030482971241,0.0318421091326716,-0.015512105078057,0.0021243344729962,-0.1037393031321591,-2.3331699367799508,1.8722154390412336,2.23730962534354,0.1256348271278131,-0.2001995987174046,-0.1718969745738247,1.3520244269901778,0.0923487452218273,-0.5274817378595688,-1.2414526880468388,9.043211507450906,-1.2622267217993093,0.0948799651134507,-1.1565555365618307
0.12,-2.337945062055602,1.879016251534364,2.2345875524345566,0.092744099428761,0.1766239184617932,0.0334132898487117,-0.0113695289497868,-0.0115252838041432,-0.1290996129271699,-2.3306572402373944,1.8682114470668856,2.2338716858520637,0.1495161150006044,-0.2401995993134511,-0.2118969751698711,1.454835324864172,0.2071288064135105,-0.6824809138569745,-1.268015489750541,9.115589614306373,-1.2521785495924578,0.0815395122381407,-1.148433092641581
0.14,-2.338112443454153,1.8786209683645312,2.231739382204269,0.1056448841081593,0.1844820174268595,0.0349858952772225,-0.0053844215297208,-0.0275882338044862,-0.1544750833158983,-2.3281445436948385,1.8642074550925376,2.2304337463605868,0.1733974028733957,-0.2801995999094976,-0.2518969757659176,1.53113876819875,0.2992553710033001,-0.8031475000171477,-1.2687735194364156,9.16449128188924,-1.2445801264955678,0.0698243918970867,-1.141960048331162
0.16,-2.3381445359490898,1.87792597827244,2.228564691920973,0.1173066098113526,0.1915506192690491,0.0364604162639165,0.0018559557776943,-0.0449864523156273,-0.1784600436312841,-2.3250348149554623,1.8592034631032883,2.225995806854209,0.197278690746187,-0.320199600505544,-0.291896976361964,1.5251224477445915,0.3620188653707616,-0.8699109255570591,-1.1992480157692913,9.168243335347142,-1.2380420904887102,0.0583285340120618,-1.136463960523426
0.18,-2.338014418988534,1.8768151569083973,2.224730343107195,0.128983215688614,0.1985534477910449,0.0379742659720016,0.0109354509047651,-0.0654247411159882,-0.2037331759332083,-2.3213280540192667,1.853199471099138,2.2205578673329303,0.2211599786189783,-0.3601996011015904,-0.3318969769580104,1.687373770982603,0.4539747563535412,-1.0219144400180404,-1.2636566150962092,9.187541433574552,-1.232697472679005,0.0476960282442067,-1.1306970094519735
0.2,-2.337687404993446,1.8752731383281005,2.220393351564453,0.1400681449149713,0.2051096368088151,0.0394337712048149,0.0214610615712333,-0.0879852212657461,-0.22870646363758,-2.3374676464432955,1.8735439198525976,2.214543684310535,0.0818498609594488,-0.1654247426061043,-0.3037331774233244,1.7631143207794395,0.5262805333234065,-1.1280240074878995,-1.2486643852185884,9.230621140607582,-1.2284609413353282,0.0383153571167543,-1.1250933256856883
0.22,-2.3371337661019567,1.8731985646099063,2.2159284282510385,0.1450451723315154,0.2109221815231795,0.0403912703121931,0.0363534097611245,-0.1262205832082073,-0.2396717102343969,-2.3374676464432955,1.8735439198525976,2.214543684310535,0.0818498609594488,-0.1654247426061043,-0.3037331774233244,2.1236534383044736,0.7446174094945603,-1.911768097123056,-0.5482623298408457,10.143102076815012,-1.2132677592675036,0.0339477319157502,-1.1115553468352142
0.24,-2.3362359336956677,1.8703309591520365,2.211015152958879,0.1443520189858947,0.2166140250418476,0.0408998926009589,0.0527111423168138,-0.1581970965717814,-0.2512684843166246,-2.3374676464432955,1.8735439198525976,2.214543684310535,0.0818498609594488,-0.1654247426061043,-0.3037331774233244,1.887165858084896,0.8178866277844656,-1.5988256681787076,-0.5798387041113795,10.143102076815012,-1.209986119095745,0.0355167909067823,-1.110661468336824
0.26,-2.335006961175665,1.866862295911649,2.2058480375119074,0.1404856025798671,0.2219316566200897,0.041092015619611,0.0694524811830878,-0.1862863021605499,-0.2648518063517183,-2.336649147833701,1.8718896724265368,2.211506352536301,0.0960327429703856,-0.1854247429041275,-0.3237331777213476,1.770439588882222,0.8370669433137009,-1.404460279438421,-0.6791661017546885,10.011580995618717,-1.2079313262683051,0.0398186643304942,-1.1111259568733822
0.28,-2.3334395042820995,1.8628810152919104,2.2003913614385127,0.1355812532870058,0.2269106369057824,0.0411188969334519,0.0865636937258401,-0.2102211183885583,-0.2801042515646881,-2.335012150614512,1.8685811775744143,2.205431688987835,0.124398506992259,-0.2254247435001739,-0.363733178317394,1.657035083761373,0.855560627137613,-1.196740811400422,-0.7626222606484906,9.87726617025146,-1.206425873800963,0.0453555573634153,-1.111342582071693
0.3,-2.331629490682368,1.8586810595730845,2.1949103850972382,0.1310586894503221,0.2313498119833456,0.0410753600792307,0.1031974930915348,-0.2306883744810585,-0.296082318920627,-2.333375153395323,1.8652726827222923,2.1993570254393684,0.1527642710141325,-0.2654247440962204,-0.4037331789134405,1.5418256141057984,0.8316899682847336,-1.023362804625008,-0.7989033677969437,9.765940037267685,-1.2044449783102076,0.050564611825413,-1.1118816563591456
0.32,-2.329376339349249,1.8538576812257084,2.188797611768635,0.1268989526757583,0.2356662417029647,0.0409883161890778,0.1213056380960985,-0.2506194765584862,-0.314439299151762,-2.33031986797504,1.859964187840368,2.1912823618610995,0.181130035036006,-0.3054247446922668,-0.4437331795094869,1.6295186933059649,0.9054072502281864,-0.9965551038713856,-0.9178490115567512,9.669402932316189,-1.2033602386922035,0.0551205365998109,-1.112177728510285
0.34,-2.3267510039735564,1.8486452548457155,2.182309195358609,0.1234678901162072,0.2394328300946828,0.0408500103977392,0.140361016188166,-0.2696949174880418,-0.333511001280578,-2.3272645825547578,1.854655692958444,2.1832076982828306,0.2094957990578795,-0.3454247452883133,-0.4837331801055334,1.6512947215585825,0.9527689046033744,-0.95377204647778,-0.9535851064407992,9.546451380722829,-1.203021532098167,0.0589429376663968,-1.111129681028352
