t,x,y,z,roll,pitch,yaw,v_x,v_y,v_z,ref_x,ref_y,ref_z,ref_v_x,ref_v_y,ref_v_z,a_com,a_x,a_y,a_z,thrust,wind_x,wind_y,wind_z
0.0,0.4475884759206384,1.159956383337239,2.6897038767811825,0.0313714171424641,0.0997418850140874,0.0421679606933337,0.0006586827999333,-0.0065695401994135,-0.0007677072120343,0.4476010204616861,1.159857521174514,2.6896834276868504,-0.0995179730453205,-0.1041657366884759,-0.1007047753745766,0.3323480698982938,0.0329341399966697,-0.3284770099706781,-0.0383853606017187,10.259772840464391,-0.9395819152958496,0.2501889967631461,-0.882965437582862
0.02,0.4477618261695965,1.1600801577505764,2.689599611133928,0.0376812891029144,0.093872661888358,0.0423901831254235,0.0162274606467133,0.0151627039135928,-0.0102175209288154,0.4476010204616861,1.159857521174514,2.6896834276868504,-0.0995179730453205,-0.1041657366884759,-0.1007047753745766,1.4177237540433916,0.7784388923389988,1.086612205650322,-0.4724906858390562,10.260720779987423,-0.9525979208155048,0.2498494055133671,-0.8653248641244586
0.04,0.4482037346958374,1.1604173102658095,2.689210273904392,0.0514744391736087,0.0773616554889049,0.0425545061033351,0.0255835652046378,0.0165460205469512,-0.0281508699396298,0.4476010204616861,1.159857521174514,2.6896834276868504,-0.0995179730453205,-0.1041657366884759,-0.1007047753745766,1.0137248938329062,0.4678052278962215,0.0691658316679199,-0.8966674505407154,9.671050836980156,-0.9556879500619542,0.2397752280834018,-0.8626364360476171
0.06,0.4486903130565302,1.1606831257441994,2.688487475726991,0.0651420371777368,0.0559681990303527,0.0421472564617409,0.0242511855316302,0.0110304330308042,-0.0470210763031426,0.4466058407312329,1.1588158638076294,2.6886763799331046,-0.1195179733433437,-0.1241657369864991,-0.1207047756725998,0.985243154559929,-0.0666189836503794,-0.2757793758073495,-0.9435103181756408,9.207732700849649,-0.9659565889920732,0.2253576893027413,-0.8565285323109507
0.08,0.4490748324155865,1.1608091327392631,2.687330300778949,0.0790294126610007,0.0312726717713598,0.0411515255587802,0.0134577999870137,0.0015054422998763,-0.0677810137920025,0.4446154812703265,1.1567325490738598,2.6866622844256134,-0.1595179739393902,-0.1641657375825456,-0.1607047762686463,1.263128679589268,-0.5396692772308255,-0.4762495365463963,-1.0379968744429962,9.10274564500196,-0.9806190088365448,0.2087953119014843,-0.848595725635109
0.1,0.4491476972007068,1.1607113281396149,2.6857502224731453,0.0922750195466605,0.0072777582270681,0.0397689743132256,-0.0061576798961245,-0.0111326808337992,-0.089274428706576,0.4426251218094201,1.1546492343400905,2.6846481889181217,-0.1995179745354366,-0.204165738178592,-0.2007047768646927,1.586234607551607,-0.9807739941569126,-0.6319061566837825,-1.0746707457286755,9.071306292689314,-0.9963286815422798,0.1907201816113213,-0.8416249416470423
0.12,0.4487492437118227,1.1603304357092663,2.683733474339916,0.104895822383639,-0.0137287499997669,0.038263661279634,-0.0327897226282513,-0.0266189801999126,-0.1114031115141476,0.4386347623187113,1.1505659195765183,2.680634093380828,-0.2395179751314831,-0.2441657387746384,-0.2407047774607392,1.8965559383661916,-1.3316021366063395,-0.7743149683056673,-1.106434140378581,9.083682323972424,-1.0111438196975084,0.173104489532052,-0.8359804015007392
0.14,0.4478289404806027,1.1596566114641331,2.681400601868001,0.1163273719620775,-0.0298195488720152,0.0369301858214364,-0.0626439659807245,-0.0437758740561299,-0.1331081844901747,0.4346444028280026,1.1464826048129466,2.676619997843534,-0.2795179757275295,-0.284165739370685,-0.2807047780567857,2.035156656032196,-1.49271216762366,-0.8578446928108664,-1.0852536488013549,9.11447213195106,-1.0249402685865256,0.153920883653182,-0.8331985088340429
0.16,0.4462145091348616,1.1585700549521163,2.678491815689349,0.1277860867145705,-0.0422014293810494,0.0358042995035301,-0.0971517850485155,-0.0642460302296661,-0.1566784523258724,0.4296540433223927,1.1413992900344736,2.671605902291339,-0.319517976323576,-0.3241657399667314,-0.3207047786528321,2.3266791766544053,-1.7253909533895515,-1.0235078086768108,-1.178513391784883,9.137839945818088,-1.0357653752305838,0.1346112456512844,-0.8343250354864603
0.18,0.4438815601164892,1.1570414377497535,2.675106186645792,0.1384234249322372,-0.0495342091209954,0.0351216521525142,-0.1344912326409528,-0.0877125147033186,-0.1807330051108905,0.4236636838018817,1.1353159752410995,2.6655918067242426,-0.3595179769196224,-0.3641657405627778,-0.3607047792488785,2.5117383172554835,-1.8669723796218616,-1.1733242236826251,-1.2027276392509056,9.201332648383868,-1.04276205406516,0.1180454321687117,-0.8370399594589663
0.2,0.4407829318925775,1.1549975969124278,2.6712344984559504,0.147347696930456,-0.0511339386331204,0.0350445181347508,-0.172959384847078,-0.1151973689679122,-0.2050989528254349,0.4371569984844415,1.1526558120145876,2.666069536390248,-0.2344912341310689,-0.1877125161934348,-0.2807330066010066,2.659377444124598,-1.923407610306263,-1.3742427132296755,-1.218297385727217,9.231303192330415,-1.0472585424678469,0.1030866813111167,-0.8426638843166195
0.22,0.4370981322333075,1.152361634770645,2.667292841596294,0.1494668061394898,-0.0465764132289387,0.0354106573682671,-0.2121309516179934,-0.1580784268152646,-0.2079881001604145,0.4371569984844415,1.1526558120145876,2.666069536390248,-0.2344912341310689,-0.1877125161934348,-0.2807330066010066,2.907552208353056,-1.958578338545769,-2.144052892367624,-0.1444573667489845,9.231303192330415,-1.053089306958268,0.0913038510485488,-0.8487069164053548
0.24,0.4324723592341581,1.1488060231591135,2.6631061957238864,0.1448747689651227,-0.0362535600152887,0.0361219420809295,-0.2476689113012131,-0.1938292697642029,-0.2104084933289289,0.4371569984844415,1.1526558120145876,2.666069536390248,-0.2344912341310689,-0.1877125161934348,-0.2807330066010066,2.523354737792525,-1.7768979841609869,-1.7875421474469146,-0.1210196584257181,10.685301359894764,-1.0524313737859663,0.0939266904322228,-0.8511830023668899
0.26,0.427197399237857,1.144619481855517,2.658841309290033,0.1376916207757538,-0.0228830154202862,0.0370171858804181,-0.2774516915734061,-0.2224103333068653,-0.2157783129293423,0.4348120861431309,1.1507786868526533,2.6632622063242377,-0.2544912344290921,-0.207712516491458,-0.3007330068990299,2.0813013696437683,-1.4891390136096458,-1.4290531771331174,-0.2684909800206719,10.421489277950968,-1.0466337785959527,0.0975424083912043,-0.860134104908492
0.28,0.4216876851987409,1.1401611696448477,2.65465947226338,0.1304730479561522,-0.0091493884634319,0.0378811041158592,-0.3006485606198639,-0.2452792306969119,-0.2240998854411826,0.4301222614605094,1.1470244365287845,2.657647546192217,-0.2944912350251386,-0.2477125170875045,-0.3407330074950763,1.6810188654985476,-1.1598434523228922,-1.1434448695023305,-0.4160786255920118,10.13792707986886,-1.037955104351191,0.1013531415825631,-0.8726613155133107
0.3,0.4154617225902583,1.1350338993289475,2.650053447177997,0.1233828269535263,0.0049789188896471,0.0386741199131983,-0.3203742650857251,-0.2661778995550259,-0.2362479760900902,0.4254324367778881,1.1432701862049155,2.6520328860601974,-0.334491235621185,-0.2877125176835509,-0.3807330080911227,1.5599950986538995,-0.9862852232930596,-1.044933442905699,-0.6074045324453811,9.882202399016933,-1.0280098648991784,0.1049218379531176,-0.8861089946746965
0.32,0.4088846974499229,1.1295142527223934,2.6451651044399167,0.1172012828857801,0.0177315392099901,0.0392653944992008,-0.3361951117745849,-0.284844946414006,-0.2520140663955346,0.4187426120654644,1.1375159358512448,2.644418225898375,-0.3744912362172314,-0.3277125182795973,-0.4207330086871692,1.455444461244733,-0.7910423344429873,-0.9333523429490036,-0.7883045152722173,9.65536171909389,-1.018565773958483,0.1076579414490321,-0.8985662824473923
0.34,0.4020237833100279,1.12363807079529,2.6399390556374094,0.1119964018351071,0.0285144519179318,0.0396217504331785,-0.3490609675624281,-0.3019916402575789,-0.2698639480905518,0.4120527873530407,1.1317616854975738,2.6368035657365523,-0.414491236813278,-0.3677125188756439,-0.4607330092832157,1.3947738449699605,-0.6432927893921636,-0.8573346921786462,-0.8924940847508639,9.462204728371944,-1.008837181456251,0.1090961718600136,-0.9119170865467764
0.36,0.3952841044234835,1.117740576281646,2.634626040223964,0.1076833891434227,0.0368242280628894,0.0397398993024423,-0.3597323500343681,-0.3179190238723899,-0.2885392888493289,0.4043629626257158,1.1250074351290016,2.6281889055598286,-0.4544912374093244,-0.4077125194716903,-0.5007330098792621,1.338215514343838,-0.5335691235969969,-0.7963691807405526,-0.9337670379388512,9.356988806363006,-0.9998392941333974,0.1096433092987917,-0.9245745899224656
0.38,0.3879816759558275,1.111213522576306,2.6286335819447,0.1035500933530001,0.0437374785616654,0.039659156876519,-0.369923331793451,-0.333895923319064,-0.3098171226975698,0.3956731378834898,1.1172531847455285,2.618574245368204,-0.4944912380053708,-0.4477125200677367,-0.5407330104753085,1.4246610460180007,-0.5095490879541476,-0.7988449723337038,-1.0638916924120445,9.27576857890108,-0.9920641532732332,0.1098546831657002,-0.935750058917031
